user_id,screen_name,user_image_url,followers,following
1085976919370317824,HumbertoSampai8,http://pbs.twimg.com/profile_images/1301325002185347072/07IGQy7g_normal.jpg,44,277
916009218305675269,Teresa0741,http://pbs.twimg.com/profile_images/1280195129781809157/wQMOk9dY_normal.png,147,253
1251968994329931777,Anderso56252231,http://pbs.twimg.com/profile_images/1290506394135928833/QcXeDndM_normal.jpg,326,725
4442923821,AlvaroTemporim,http://pbs.twimg.com/profile_images/811010789771542528/L3gswaYD_normal.jpg,3576,4988
1049408417130061825,PandaDemocrtic1,http://pbs.twimg.com/profile_images/1051818386525687808/fyhLzrsL_normal.jpg,47,247
159742255,edu_sdo,http://pbs.twimg.com/profile_images/1163985676406329344/UvYtA9Tg_normal.jpg,38,486
53159338,margonsam,http://pbs.twimg.com/profile_images/2158803375/pai_ogum_normal.jpg,265,970
156055563,mcesar25,http://pbs.twimg.com/profile_images/1216389612467257346/occ2qVWi_normal.jpg,102,218
3424409944,fcrivoi,http://pbs.twimg.com/profile_images/681236274263552000/wsnDXzqr_normal.jpg,8,144
23598241,ronaldotome,http://pbs.twimg.com/profile_images/1174849196/Grand_Canyon_USA_05-4_normal.JPG,368,430
1466232055,GarciaAlceu,http://pbs.twimg.com/profile_images/1069279064932913153/Uz-VZQeP_normal.jpg,47,123
196716104,rafaelmeninsouz,http://pbs.twimg.com/profile_images/1018841110515474432/mHVL1tIR_normal.jpg,96259,360
28382243,regnonmolina,http://pbs.twimg.com/profile_images/872191039603343360/YrzayaYI_normal.jpg,163,341
1260905467,AgnaldoPontara,http://pbs.twimg.com/profile_images/1350735151442120704/jw52TLFS_normal.jpg,665,1631
852886031875674112,tellmeaac1,http://pbs.twimg.com/profile_images/1355216750284042245/-39Xop8r_normal.jpg,31,321
1186881472705122304,faustsoli,http://pbs.twimg.com/profile_images/1195255868540907520/IT6Cc5zW_normal.jpg,30,192
1204722984193314816,GeoquimicaE,http://pbs.twimg.com/profile_images/1268107337925001216/-3rmXm1K_normal.jpg,77,893
745426593217187845,IndiaCapitalist,http://pbs.twimg.com/profile_images/1176570301678792713/YKvA_cU6_normal.jpg,9536,433
3379673235,Azdandandan,http://pbs.twimg.com/profile_images/621859861232529408/lCu05Z0E_normal.jpg,66,455
1048699271577554945,Maypew_,http://pbs.twimg.com/profile_images/1320719377424175104/F9KyIP49_normal.jpg,368,691
1308482729906970624,Sedexmilgrau,http://pbs.twimg.com/profile_images/1308604405944647688/ydDwYbSv_normal.jpg,67,463
1080953591681241088,nclhdd,http://pbs.twimg.com/profile_images/1347875977842618368/fA1K1uSF_normal.jpg,5716,255
515502012,avfdf,http://pbs.twimg.com/profile_images/1311419679609622528/YwZQ9Whr_normal.jpg,397,873
1249403801259241472,lacroeconomic,http://pbs.twimg.com/profile_images/1249731366754963458/G7CD3KKN_normal.jpg,11133,44
1260010472495026179,OsSonystass,http://pbs.twimg.com/profile_images/1285524327669157888/MZySpdnA_normal.jpg,88,108
